Temp,m2.0,m18.0,m26.0,m27.0,m28.0,m29.0,m31.0,m39.0,m41.0,m44.0,m45.0,m56.0,m57.0,m70.0
176848.09999999998,10240.437218236048,5065.787594227125,73178.8442753439,271109.5840313983,92308.60402720919,467081.00792913226,181073.32790269703,294868.92394684046,171933.41884940857,57720.60921621815,16348.951503865215,10240.437218236048,500000.00000000006,7154.351250241165
176894.5,10240.437218236048,5065.787594227125,73178.8442753439,271109.5840313983,92308.60402720919,467081.00792913226,181073.32790269703,294868.92394684046,171933.41884940857,57720.60921621815,16348.951503865215,10240.437218236048,500000.00000000006,7154.351250241165
176878.80000000002,10240.437218236048,5065.787594227125,73178.8442753439,271109.5840313983,92308.60402720919,467081.00792913226,181073.32790269703,294868.92394684046,171933.41884940857,57720.60921621815,16348.951503865215,10240.437218236048,500000.00000000006,7154.351250241165
176794.09999999998,10240.437218236048,5065.787594227125,73178.8442753439,271109.5840313983,92308.60402720919,467081.00792913226,181073.32790269703,294868.92394684046,171933.41884940857,57720.60921621815,16348.951503865215,10240.437218236048,500000.00000000006,7154.351250241165
176797.40000000002,10240.437218236048,5065.787594227125,73178.8442753439,271109.5840313983,92308.60402720919,467081.00792913226,181073.32790269703,294868.92394684046,171933.41884940857,57720.60921621815,16348.951503865215,10240.437218236048,500000.00000000006,7154.351250241165
176850.5,10240.437218236048,5065.787594227125,73178.8442753439,271109.5840313983,92308.60402720919,467081.00792913226,181073.32790269703,294868.92394684046,171933.41884940857,57720.60921621815,16348.951503865215,10240.437218236048,500000.00000000006,7154.351250241165
176900.9,10240.437218236048,5065.787594227125,73178.8442753439,271109.5840313983,92308.60402720919,467081.00792913226,181073.32790269703,294868.92394684046,171933.41884940857,57720.60921621815,16348.951503865215,10240.437218236048,500000.00000000006,7154.351250241165
176966.5,10240.437218236048,5065.787594227125,73178.8442753439,271109.5840313983,92308.60402720919,467081.00792913226,181073.32790269703,294868.92394684046,171933.41884940857,57720.60921621815,16348.951503865215,10240.437218236048,500000.00000000006,7154.351250241165
176905.5,10240.437218236048,5065.787594227125,73178.8442753439,271109.5840313983,92308.60402720919,467081.00792913226,181073.32790269703,294868.92394684046,171933.41884940857,57720.60921621815,16348.951503865215,10240.437218236048,500000.00000000006,7154.351250241165
176809.9,10240.437218236048,5065.787594227125,73178.8442753439,271109.5840313983,92308.60402720919,467081.00792913226,181073.32790269703,294868.92394684046,171933.41884940857,57720.60921621815,16348.951503865215,10240.437218236048,500000.00000000006,7154.351250241165
176853.3,10240.437218236048,5065.787594227125,73178.8442753439,271109.5840313983,92308.60402720919,467081.00792913226,181073.32790269703,294868.92394684046,171933.41884940857,57720.60921621815,16348.951503865215,10240.437218236048,500000.00000000006,7154.351250241165
